,idx_cd,eval_d,log_p,y
1384,RUSSELL2000,1994-05-31,5.518576762682383,-0.012947931102751942
1385,RUSSELL2000,1994-06-30,5.48180490998196,-0.0361039794608472
1386,RUSSELL2000,1994-07-31,5.497414096703693,0.015731646412518785
1387,RUSSELL2000,1994-08-31,5.55028158367044,0.05428992870605587
1388,RUSSELL2000,1994-09-30,5.545685128086428,-0.004585908048657328
1389,RUSSELL2000,1994-10-31,5.541381185297377,-0.0042946941006519745
1390,RUSSELL2000,1994-11-30,5.498192290922892,-0.04226953691722546
1391,RUSSELL2000,1994-12-31,5.522979763831517,0.02509723643807571
1392,RUSSELL2000,1995-01-31,5.5087403534528665,-0.014138509465612237
1393,RUSSELL2000,1995-02-28,5.5473625553848995,0.039377734564900235
1394,RUSSELL2000,1995-03-31,5.563677139995326,0.016448394137823286
1395,RUSSELL2000,1995-04-30,5.584097631710222,0.020630416442978916
1396,RUSSELL2000,1995-05-31,5.599347456519317,0.015366696723775108
1397,RUSSELL2000,1995-06-30,5.647670571856033,0.04950971322849207
1398,RUSSELL2000,1995-07-31,5.70284870549611,0.05672883686492969
1399,RUSSELL2000,1995-08-31,5.72132765387195,0.018650740691311896
1400,RUSSELL2000,1995-09-30,5.7377973532434785,0.016606072516458736
1401,RUSSELL2000,1995-10-31,5.691203692449341,-0.045524840518074594
1402,RUSSELL2000,1995-11-30,5.73198112901488,0.041620253164556864
1403,RUSSELL2000,1995-12-31,5.755647272371277,0.023948408840495317
1404,RUSSELL2000,1996-01-31,5.753778260977441,-0.0018672658796722308
1405,RUSSELL2000,1996-02-29,5.783609774515756,0.03028093094045281
1406,RUSSELL2000,1996-03-31,5.801423269798808,0.01797310189887047
1407,RUSSELL2000,1996-04-30,5.853006753960415,0.05293708619282289
1408,RUSSELL2000,1996-05-31,5.891229761312137,0.0389629034110488
1409,RUSSELL2000,1996-06-30,5.848200228567554,-0.042116899267652386
1410,RUSSELL2000,1996-07-31,5.755742213586912,-0.08831251262225559
1411,RUSSELL2000,1996-08-31,5.8107816469825355,0.056582278481012604
1412,RUSSELL2000,1996-09-30,5.847565307911304,0.03746855157541629
1413,RUSSELL2000,1996-10-31,5.830620684490257,-0.01680187072375061
1414,RUSSELL2000,1996-11-30,5.869607599329097,0.03975687817482454
1415,RUSSELL2000,1996-12-31,5.893327876539475,0.02400384061449823
1416,RUSSELL2000,1997-01-31,5.9120154132346565,0.01886324149913121
1417,RUSSELL2000,1997-02-28,5.886242910694876,-0.025443226417647846
1418,RUSSELL2000,1997-03-31,5.836446824841373,-0.04857658658519648
1419,RUSSELL2000,1997-04-30,5.8377304471659395,0.0012844465203176725
1420,RUSSELL2000,1997-05-31,5.942169255383105,0.1100874635568514
1421,RUSSELL2000,1997-06-30,5.9823481184617,0.04099695346149801
1422,RUSSELL2000,1997-07-31,6.027024722506533,0.045689633423316556
1423,RUSSELL2000,1997-08-31,6.048388211174136,0.02159332175255746
1424,RUSSELL2000,1997-09-30,6.117700643653124,0.07177101291831
1425,RUSSELL2000,1997-10-31,6.071338009691146,-0.045304305671852285
1426,RUSSELL2000,1997-11-30,6.063599144867181,-0.0077089969071688635
1427,RUSSELL2000,1997-12-31,6.079978960638721,0.016514700409378413
1428,RUSSELL2000,1998-01-31,6.0639014809974885,-0.015948926822570986
1429,RUSSELL2000,1998-02-28,6.135196857997905,0.07389838390884784
1430,RUSSELL2000,1998-03-31,6.175201768043099,0.04081588463287367
1431,RUSSELL2000,1998-04-30,6.179788884443914,0.004597653324456941
1432,RUSSELL2000,1998-05-31,6.123851535151307,-0.05440162355816025
1433,RUSSELL2000,1998-06-30,6.125536418647458,0.0016863037098682199
1434,RUSSELL2000,1998-07-31,6.03965929595765,-0.08229301034128422
1435,RUSSELL2000,1998-08-31,5.822897955546363,-0.19487790351399648
1436,RUSSELL2000,1998-09-30,5.8960268591748415,0.07586921142180802
1437,RUSSELL2000,1998-10-31,5.935317386484981,0.040072609257680414
1438,RUSSELL2000,1998-11-30,5.985823667217896,0.05180346943092862
1439,RUSSELL2000,1998-12-31,6.044910522813608,0.06086737900691386
1440,RUSSELL2000,1999-01-31,6.0572991030295285,0.012465636553227855
1441,RUSSELL2000,1999-02-28,5.971924885233365,-0.08183137493563042
1442,RUSSELL2000,1999-03-31,5.9855219246523035,0.013689899556416751
1443,RUSSELL2000,1999-04-30,6.070298832625791,0.08847420969242759
1444,RUSSELL2000,1999-05-31,6.083770217892008,0.013562533213188344
1445,RUSSELL2000,1999-06-30,6.126170249960273,0.04331175344214455
1446,RUSSELL2000,1999-07-31,6.09755729461862,-0.028207481209578833
1447,RUSSELL2000,1999-08-31,6.058725920416785,-0.03808710119837222
1448,RUSSELL2000,1999-09-30,6.057486342649979,-0.0012388098076338006
1449,RUSSELL2000,1999-10-31,6.0606174057962985,0.003135970044465086
1450,RUSSELL2000,1999-11-30,6.118273393971678,0.05935050391937291
1451,RUSSELL2000,1999-12-31,6.224063257192947,0.11158826638477803
1452,RUSSELL2000,2000-01-31,6.207039528922239,-0.016879643387815668
1453,RUSSELL2000,2000-02-29,6.359072012659906,0.16419805332204818
1454,RUSSELL2000,2000-03-31,6.289882532851338,-0.06685014972910286
1455,RUSSELL2000,2000-04-30,6.2270306184207485,-0.06091747203620923
1456,RUSSELL2000,2000-05-31,6.165795934010756,-0.05939753086419752
1457,RUSSELL2000,2000-06-30,6.2484876498558695,0.0862068965517242
1458,RUSSELL2000,2000-07-31,6.2158872799205716,-0.032074705643524215
1459,RUSSELL2000,2000-08-31,6.287654078290249,0.07440476190476186
1460,RUSSELL2000,2000-09-30,6.256459962444752,-0.030712599230325877
1461,RUSSELL2000,2000-10-31,6.2099573002067645,-0.04543798070468186
1462,RUSSELL2000,2000-11-30,6.100184413822224,-0.10396238546857417
1463,RUSSELL2000,2000-12-31,6.181113360538282,0.08429385119074317
1464,RUSSELL2000,2001-01-31,6.231150515041503,0.05131015655698712
1465,RUSSELL2000,2001-02-28,6.161987607909893,-0.06682535311012305
1466,RUSSELL2000,2001-03-31,6.110424667506004,-0.050256129181862286
1467,RUSSELL2000,2001-04-30,6.1848084671836725,0.07722016291922862
1468,RUSSELL2000,2001-05-31,6.2075834834852275,0.02303634715239422
1469,RUSSELL2000,2001-06-30,6.23988590560646,0.03282980866062424
1470,RUSSELL2000,2001-07-31,6.183695179778717,-0.054641185647425816
1471,RUSSELL2000,2001-08-31,6.149664161781526,-0.03345847600973628
1472,RUSSELL2000,2001-09-30,6.003566027924654,-0.13592709578282391
1473,RUSSELL2000,2001-10-31,6.059520312981926,0.05754933682416574
1474,RUSSELL2000,2001-11-30,6.1329207056619754,0.07616133778639322
1475,RUSSELL2000,2001-12-31,6.191339471482838,0.060158861061678115
1476,RUSSELL2000,2002-01-31,6.180223671560361,-0.011054247697031672
1477,RUSSELL2000,2002-02-28,6.151370064617605,-0.028441316497619606
1478,RUSSELL2000,2002-03-31,6.227445347223684,0.07904380432929936
1479,RUSSELL2000,2002-04-30,6.235723589026267,0.008312601192591806
1480,RUSSELL2000,2002-05-31,6.189228750082795,-0.04543051285566013
1481,RUSSELL2000,2002-06-30,6.1369275985376746,-0.05095698196812115
1482,RUSSELL2000,2002-07-31,5.972332694791955,-0.15176274776819487
1483,RUSSELL2000,2002-08-31,5.9686052529619,-0.003720503542123277
1484,RUSSELL2000,2002-09-30,5.8923897901667415,-0.0733834663392674
1485,RUSSELL2000,2002-10-31,5.922918004572872,0.030998978662323706
1486,RUSSELL2000,2002-11-30,6.007239466223345,0.08797858099062927
1487,RUSSELL2000,2002-12-31,5.948269948520708,-0.057264494536864
1488,RUSSELL2000,2003-01-31,5.919350739132674,-0.028505051032394424
1489,RUSSELL2000,2003-02-28,5.8875474336882085,-0.031302899212725444
1490,RUSSELL2000,2003-03-31,5.898636284796788,0.011150560301786516
1491,RUSSELL2000,2003-04-30,5.988159090099256,0.09365227409886434
1492,RUSSELL2000,2003-05-31,6.089044875446846,0.1061502959767231
1493,RUSSELL2000,2003-06-30,6.105618784410287,0.016712018140589535
1494,RUSSELL2000,2003-07-31,6.165459870155462,0.0616678189887816
1495,RUSSELL2000,2003-08-31,6.209434739648194,0.044956094281752845
1496,RUSSELL2000,2003-09-30,6.189659453058227,-0.019581038156889607
1497,RUSSELL2000,2003-10-31,6.269512863591478,0.08312828083989499
1498,RUSSELL2000,2003-11-30,6.3035526057108475,0.034625724130097346
1499,RUSSELL2000,2003-12-31,6.322403646979566,0.01902984391868401
1500,RUSSELL2000,2004-01-31,6.364337590615487,0.042825591208633496
1501,RUSSELL2000,2004-02-29,6.372568654303211,0.00826503202699902
1502,RUSSELL2000,2004-03-31,6.380647822641864,0.008111892888858607
1503,RUSSELL2000,2004-04-30,6.327579577081353,-0.05168470803476144
1504,RUSSELL2000,2004-05-31,6.342614255003876,0.015148267238299429
1505,RUSSELL2000,2004-06-30,6.3826954951883215,0.04089533328640815
1506,RUSSELL2000,2004-07-31,6.3122609864868116,-0.06801122531782533
1507,RUSSELL2000,2004-08-31,6.306147541562644,-0.006094795842478629
1508,RUSSELL2000,2004-09-30,6.3507809991901665,0.04564451663533675
1509,RUSSELL2000,2004-10-31,6.369541329119489,0.018937410549097367
1510,RUSSELL2000,2004-11-30,6.451686112592848,0.08561297726922357
1511,RUSSELL2000,2004-12-31,6.479384835152339,0.028085898669864662
1512,RUSSELL2000,2005-01-31,6.436182419137848,-0.04228248691621783
1513,RUSSELL2000,2005-02-28,6.452143587183381,0.016089227909361847
1514,RUSSELL2000,2005-03-31,6.421736082467595,-0.02994984701763226
1515,RUSSELL2000,2005-04-30,6.361958566272094,-0.05802591574942695
1516,RUSSELL2000,2005-05-31,6.424398897205691,0.06443094342227895
1517,RUSSELL2000,2005-06-30,6.460936785190439,0.03721360120640149
1518,RUSSELL2000,2005-07-31,6.52172508351258,0.06267392052027643
1519,RUSSELL2000,2005-08-31,6.502055143257146,-0.0194777491724899
1520,RUSSELL2000,2005-09-30,6.5039887275095545,0.001935454831885508
1521,RUSSELL2000,2005-10-31,6.471743330683651,-0.031731057202755264
1522,RUSSELL2000,2005-11-30,6.518099541605734,0.04744745673589956
1523,RUSSELL2000,2005-12-31,6.51207217072859,-0.006009242717299745
1524,RUSSELL2000,2006-01-31,6.59741851596555,0.08909420397492651
1525,RUSSELL2000,2006-02-28,6.593920862383423,-0.0034915439170759566
1526,RUSSELL2000,2006-03-31,6.64005882361883,0.047218876601335724
1527,RUSSELL2000,2006-04-30,6.639274345779321,-0.0007841702172152187
1528,RUSSELL2000,2006-05-31,6.580653006814287,-0.056936196928872196
